name,mz,rt,global_positive_Batch1_A1,global_positive_Batch1_A2,global_positive_Batch1_A3,global_positive_Batch1_A4,global_positive_Batch1_A5,global_positive_Batch1_F76,global_positive_Batch1_F77,global_positive_Batch1_F78,global_positive_Batch1_F79,global_positive_Batch1_F80
M464T625,464.2172477,624.535614,68713.74201,NA,28679.41955,NA,NA,NA,32623.42926,59574.43008,176614.2988,85262.974
M464T842,464.2827628,842.207845,213391.7307,158266.4589,155481.9953,NA,1222836.779,NA,NA,NA,NA,NA
M464T714,464.4270789,714.0035095,543031.5463,494783.3109,479130.2634,391791.5638,412312.5607,NA,54114.3345,NA,NA,NA
M465T110,464.7299973,110.3534596,150572.0556,101058.9271,106919.0532,135699.8386,87021.27999,56150.43169,83135.53428,74357.55414,67005.10873,89018.31831
M465T102,464.8722855,102.1965561,95765.93955,77807.0892,81713.79349,96766.87413,67126.33602,80381.67647,NA,85267.47948,83628.23522,87009.70213
M465T833,465.2859074,833.2979431,170901.4792,145386.0443,127088,NA,327869.9627,NA,NA,NA,NA,NA
M466T705,466.4419621,704.5476685,239019.3218,245106.5941,243462.2479,217799.3561,141938.5196,324123.7911,81339.3493,100147.9035,100255.0915,88087.56641
M467T110,466.7270935,110.2789929,250603.2732,196368.4645,205829.2582,215484.6909,145877.6646,102936.7528,127052.9796,119354.1716,131080.3662,132321.9049
M467T690,467.3187475,690.366333,322257.6509,94738.62143,66427.50991,NA,293433.9759,70302.2129,29471.61906,180977.22,NA,NA
M468T722,468.3073008,721.9047546,688687.2301,903845.1679,594359.4907,252603.7525,821735.0445,1075210.167,1600898.177,425336.3352,1079165.47,314233.4347
M468T708,468.4583424,708.3606953,1283745.823,1180375.595,1123100.891,1156276.132,862886.5828,634971.1468,652164.3623,717905.7909,733641.955,747704.8528
M469T110,468.7241999,109.9698753,177279.6414,130750.0393,109742.0611,140490.5173,103750.4889,61674.373,79422.951,66710.47103,74868.47957,101072.1283
M469T109,468.8138593,108.9992943,214559.6327,169932.6743,153053.6118,190743.7527,138940.1823,128201.4836,128724.2472,111767.153,105659.2348,117662.5601
M469T722,469.3108314,722.1107886,147318.3566,200404.7836,132256.4319,NA,175681.1058,158254.5351,369597.7639,99783.76486,222057.3779,NA
M469T708,469.4614567,707.946,398055.2336,412069.578,338657.2447,326597.7245,271614.5516,184602.939,192311.5127,225184.2207,233408.2713,229860.2472
M470T708,470.4741978,708.4708862,930358.3904,996266.6359,844265.8132,700759.8357,606342.6046,215860.706,217930.8804,265826.5355,266855.4524,260234.5079
M471T109_1,470.7219886,108.7742615,76709.28687,31647.82012,33743.28871,37242.05254,NA,NA,NA,NA,NA,NA
M471T109_2,470.8890614,108.5939369,196816.2947,191037.4015,152321.728,158358.5564,125123.9229,121190.4354,118230.5882,98156.25437,96594.51498,116674.6718
M471T707,471.238869,706.6028828,519683.2044,436535.5371,458295.8144,530340.2608,319954.6948,NA,NA,NA,NA,NA
M471T708,471.4772887,708.4708862,277865.7416,259911.391,272466.9887,232435.5128,184658.5711,43631.12511,57069.21089,NA,61176.83509,66641.23202
M472T585_1,471.7385183,584.9201196,NA,685025.2433,NA,NA,329113.4685,167433.3123,507556.7792,2506095.077,4010997.719,NA
M472T585_2,472.2401827,584.9201196,NA,332509.4563,NA,NA,164774.013,49496.00092,239923.1679,1186187.107,2688030.486,NA
M472T703,472.3019786,703.4764377,872363.0281,204980.1276,221070.329,126256.7754,480882.3809,440365.3699,299261.2848,116152.5127,46408.50693,42832.36142
M473T109,472.8074798,109.1070709,66291.85212,41675.12939,42032.23283,30285.65276,30880.35173,32709.94246,33043.58394,32292.70317,26959.81708,NA
M474T689,474.2839628,688.6199341,1713794.801,1666828.616,1543356.907,1104741.366,1577132.199,2790399.474,3209670.532,2513111.394,1509997.646,2150454.046
M475T110,474.7587033,109.5840073,191675.3038,32872.87672,152615.8634,149940.5873,139908.1962,NA,112894.5005,112366.749,95716.06216,93401.25977
M475T98,474.8337318,98.24392346,495757.9608,428975.5264,517185.6104,575038.4425,447733.8081,226317.5564,254905.6908,271626.9729,186858.8468,235056.764
M475T689,475.2874801,688.5310364,505842.0943,452719.6846,419939.0558,339270.9072,442589.4521,266844.9114,871327.4618,731731.8106,743817.1066,607416.8309
M477T109,476.7557204,109.4865036,268786.581,226199.1598,209852.6851,211985.5208,182887.5182,101921.3118,144584.1656,149869.1604,137233.4206,156033.4657
M477T112,476.9390475,111.9854317,100598.708,83659.25107,154919.7268,114860.0215,198833.0422,239015.261,291115.135,393619.118,294015.1554,299126.0106
M478T737,478.3277363,737.1271057,2201573.69,2655613.063,1061899.402,521903.067,2159725.974,447459.9382,629767.9945,626788.7662,598055.104,196732.3645
M479T110,478.7528637,109.5840073,NA,114243.7554,102107.9541,96105.64606,92300.8257,54349.65648,72466.41509,61744.92512,67898.67938,74126.00691
M479T113,478.9362296,113.4802464,NA,149948.8587,62450.33909,28198.63472,59919.72634,NA,NA,NA,110041.2499,126923.5776
M479T732,479.2952046,731.5357971,135705.7402,147141.1555,221228.3926,113885.7852,206360.8019,99381.28446,289211.2639,124396.3323,116942.8272,NA
M480T746,480.3254499,745.853363,209385.1089,543962.2927,398399.5404,184935.9687,438505.74,105734.523,303873.6172,170132.4638,128748.1857,84145.53555
M481T109,480.7038707,109.389,46383.51534,NA,38636.38979,27429.53847,39423.84088,NA,NA,30215.89691,NA,NA
M481T102,480.8499275,102.213778,103084.7168,94197.96345,165943.2886,207125.3645,167228.7706,79631.92364,121365.4034,116464.5492,91184.36996,114761.3744
M481T751,481.3468799,751.0377808,72562.42563,278604.2111,79068.55809,80521.21725,70270.35824,NA,59258.69532,48048.483,NA,NA
M482T760,482.3230122,759.526062,418641.3577,1612211.265,316137.9291,366738.5571,408599.7109,119885.5835,227710.6017,342130.4398,169361.6974,168106.5423
M483T109,482.7010745,109.1231308,98939.77153,NA,74833.7483,66099.21455,68982.15445,44864.0601,51538.19105,52866.80681,53246.83423,48024.23047
M483T760,483.3419084,760.25,88404.92045,371277.8296,70104.87602,77795.57755,101188.9113,NA,NA,70991.43947,49632.06406,NA
M485T111,484.6973083,111.2810898,65780.32935,57506.05706,51411.28143,41922.123,43424.57406,NA,34895.97005,23851.02709,30034.31653,35378.53275
M485T109,484.7874485,108.9992943,177907.1349,140571.1549,116342.6237,124711.1015,136827.9161,72089.50649,106385.323,108048.6945,98302.16033,97687.43832
M485T772,485.225407,771.9057617,NA,NA,NA,178931.3857,NA,NA,95039.85147,182304.5846,149001.3135,134612.9809
M487T104,486.8663005,104.0896606,224740.0194,198191.1482,225521.2133,269857.5333,220018.0512,229011.9032,270459.2639,242828.4739,89397.91397,262678.0126
M487T809,487.2409315,808.5364685,663850.3964,NA,NA,1746058.952,NA,NA,401749.9597,1250118.558,1643175.873,1497945.086
M489T108,488.8709935,107.534832,41656.29864,101982.7752,91791.59672,128239.8227,29313.21221,93200.55423,102719.4434,29353.39117,74352.71267,97992.75476
M491T110,490.7325921,109.5263825,65837.21191,51245.66071,37088.48346,53902.39604,53787.15399,NA,35865.29607,37007.46059,NA,28318.70218
M492T742,491.5572765,741.865387,180548.7048,485005.9957,143429.8439,145864.3028,140202.6959,86782.32003,134645.9484,92393.50983,110912.5951,75715.81185
M493T110,492.7295769,109.5840073,94114.62357,91215.61633,66890.5391,71264.12804,70909.10087,NA,57518.77734,57931.76771,56116.68985,42836.51511
M493T104,492.8833816,104.043,311905.4315,292054.1108,314105.8034,371649.5145,301842.5661,332869.275,362634.1079,302632.5545,278969.4318,372524.0821
M493T698,493.4535475,698.4849854,262508.1368,259889.0762,219653.0774,179453.0477,182130.312,NA,NA,NA,NA,NA
M494T742,493.7786204,741.878,100395.5756,251693.9679,65748.95051,70520.33448,62654.7667,NA,64975.82101,NA,39491.23474,NA
M494T728,494.3230351,727.7137451,713090.2483,1144349.613,846176.4492,408500.8983,864517.5216,759696.2685,1254431.307,563839.3367,991984.6147,412412.4345
M495T714,494.564484,713.9230347,42441.67877,NA,33202.69781,36602.52625,NA,39781.69154,33528.8731,37496.72494,53019.2219,43086.90172
M495T110,494.7267605,109.9134865,49297.41397,39006.21403,NA,30616.71306,37320.38528,NA,NA,NA,NA,NA
M495T109,494.8164049,109.0020316,66719.70413,29701.53797,89132.56456,76630.41525,85896.66275,NA,78513.41351,76991.78566,69174.13003,79596.76312
M495T728,495.3261969,728.0148926,174381.1809,274173.8303,208822.2215,NA,212746.8445,174449.0651,307367.6199,111434.1586,241529.468,92484.53172
M496T742,496.3370223,741.8770752,182421.4926,376659.659,62892.68485,29934.83852,108744.7842,114099.3827,53932.07893,231301.1546,63997.81589,176183.0165
M497T114,496.9418906,113.9204167,30711.68715,39364.91965,105624.5582,93400.90654,88116.50488,125097.5497,43156.10649,161790.9356,141814.2822,145201.4005
M497T742,497.3412064,741.8176575,15722384.09,37512617.67,12023315.42,12023120.86,11322233.64,7395362.928,33054.54016,9349008.213,8904076.147,6325509.168
M498T742,498.3441839,741.8176575,2346749.387,5446131.674,1833022.643,1811301.765,1681979.519,1134839.026,1589785.888,1317513.775,1334812.115,927272.8561
M499T106,498.9003715,105.5693665,241277.9826,256728.026,246445.6211,302237.4456,264101.9426,282207.4114,288244.471,232239.5784,NA,308701.2261
M499T742_1,498.9159451,741.8559875,95030.27534,239450.4367,65516.68415,61930.60409,65590.69538,NA,68780.52853,53045.84216,55640.15304,NA
M499T742_2,499.3467692,741.8459167,285565.9531,685742.8351,203998.2503,216238.3447,213525.9163,119149.1581,188252.8744,155955.7218,174087.867,111801.7359
M501T109,500.7608357,109.389,56276.10067,53213.29779,29879.46705,35277.73545,45162.34974,NA,NA,NA,NA,NA
M501T742,501.1877234,741.8459167,184342.0337,466068.8599,146873.6584,157797.244,128549.6493,86139.56869,135710.096,100924.7958,103781.7622,65524.40699
M502T730,502.2918511,729.8774414,350745.1943,252121.7886,312110.1589,290978.7698,342939.4918,145212.2461,237912.124,176182.3615,206129.0501,119240.8881
M503T109,502.7581856,108.7002869,50183.36567,49844.40134,34737.75922,33835.45026,46994.27601,NA,34335.49614,42342.77009,20953.54586,30760.12568
M503T102,502.8405947,102.4900246,51695.10765,50034.95415,50998.77604,45330.07483,46426.72945,31948.1498,67574.62431,73953.38737,61039.93301,68229.90964
M503T110,503.3316738,109.9338531,36369.058,22837.30278,42665.95291,50264.43822,NA,NA,50759.01544,NA,NA,NA
M503T730,503.2947611,729.6729126,66996.58578,56306.72842,57576.60522,44100.61465,73585.83839,54228.7562,50771.16613,30642.68808,30656.95837,NA
M504T703,504.2391632,703.4995396,656774.1282,162083.9302,164178.5973,NA,343396.8722,NA,NA,NA,NA,NA
M505T106,504.8450432,106.1320877,NA,59919.12589,NA,NA,NA,NA,63617.0299,56634.59332,50214.02862,55613.69585
M507T739,507.3270475,739.3059692,73495.99985,51311.88075,47476.18659,40253.90162,NA,41178.1951,90175.02808,83510.94787,89151.0559,56268.22251
M508T765,508.3750099,764.6345215,160306.8333,1085214.561,137241.9716,195357.5201,142889.774,NA,108278.886,219578.4358,NA,NA
M509T103,508.8572286,103.3405342,107264.2166,113433.0337,103318.4875,115725.1332,114469.5385,100439.2501,158216.6031,146420.4501,111624.9956,156830.0136
M510T753,510.3541715,753.0927429,562993.7149,1491984.313,447732.3004,412926.4796,345229.6988,108970.2855,200296.9879,388837.7878,216022.412,152604.1275
M511T753,511.3576486,753.1419678,128387.7939,353790.2762,96495.91887,NA,58290.31375,NA,NA,71555.57752,NA,NA
M512T694,512.3335826,693.8309631,634576.0484,532335.6166,1007680.041,305432.1888,336281.3668,33633.98342,80585.90985,280010.4409,216414.9712,229071.9784
M513T691,513.3370834,690.9615491,133641.7445,108017.0004,229623.5009,NA,86970.28581,NA,NA,NA,NA,NA
M514T696,514.3363308,696.1301589,110374.2765,77301.51651,97867.40427,61720.1819,206348.7768,95117.28936,116428.9059,218506.6608,149059.7654,286650.7607
M515T104,514.8741346,104.1556854,108452.1833,121575.7402,116779.528,122264.8394,126608.5951,NA,162624.2,147837.4647,142399.4575,172684.0329
M515T688,515.1352757,688.242,323117.9378,385224.4328,254230.1606,212860.3571,242985.7711,NA,NA,NA,NA,NA
M515T742,515.311403,741.8775376,164919.327,287257.1653,107963.0531,89017.83445,85286.05114,NA,65251.06774,75965.23812,51933.68152,NA
M516T688,516.1381908,688.242,63420.37458,102752.99,60050.67108,37807.39239,53795.19819,NA,NA,NA,NA,NA
M517T145,516.9671839,145.3125458,NA,54852.86909,68619.19871,49769.39144,NA,NA,329295.682,130159.2033,345479.9919,106241.934
M518T737,518.3202365,736.5424194,2284371.329,3988172.652,1656507.156,1651675.241,1653646.358,1273540.877,1645577.355,1468016.243,1391521.869,1030791.41
M519T109,518.7411054,109.4865036,85542.44642,50668.52607,56512.7371,82587.41117,31597.3204,NA,39202.28737,25999.84201,NA,34741.01925
M519T116,518.9241415,115.6905479,NA,35967.9093,78992.74004,66491.22346,93939.35759,163279.8727,NA,NA,NA,117444.406
M519T714,519.3073606,714.1621094,132219.6727,103406.7146,98647.75731,77104.17726,240485.0101,40257.57648,88798.92476,355556.2439,48567.59272,455736.3222
M520T691,520.2343008,690.6506665,317209.821,83101.09815,36036.02651,NA,283679.9553,NA,NA,NA,NA,NA
M520T732,520.3375583,732.4131165,10153444.35,17717020.31,20476320.88,10135264.8,16613064.48,7501828.346,42122.15545,33884.65652,9483222.538,3901323.14
M521T733,521.3414803,732.6903687,2719660.794,4557551.676,5288605.33,2631552.851,4331022.104,2023130.426,4040959.425,2804819.617,2508351.814,1052237.075
M522T746,522.3533463,745.8847046,4555235.585,16319048.53,6100837.879,4910871.379,6053478.479,2249558.486,3991291.915,4116334.189,2685032.983,2040525.686
M523T718,522.5958616,718.0322571,75563.2621,69074.55552,70929.79001,79599.68643,45978.8305,75139.66963,68884.12182,69148.79094,105581.1989,97608.93405
M523T742,523.347373,741.8964233,928155.2605,1889170.494,567350.5862,551445.2512,519880.06,466083.7701,64806.48642,1089985.727,61835.60351,568181.8421
M524T742,523.7994323,741.8770752,480967.8303,986377.1804,298532.7329,276758.7052,267350.5036,NA,NA,NA,NA,NA
M524T749,524.3643206,749.1361084,185904.2269,609946.033,211289.8933,183303.3116,229316.9152,264600.5456,144497.8697,5125741.316,89305.43811,75278.84058
M525T110,524.6855731,109.5251236,58969.95687,41352.44649,45051.76966,65180.75068,NA,NA,NA,30741.60524,NA,35439.15321
M525T766,525.3729187,765.8568726,1991792.463,9144704.015,1851100.268,2417293.696,1801960.23,474334.997,1163004.1,1362197.014,788635.4364,713842.8028
M526T744,526.3336481,743.9252625,325063.4488,180209.6761,245780.5406,270934.9323,187573.4656,92933.14663,144487.1358,175577.0152,287567.3845,118279.1259
M527T110,526.6831761,110.437973,58424.60565,34510.49999,35022.82436,46982.70318,27765.32435,27582.87126,NA,NA,NA,NA
M527T727,527.2950856,727.1427002,88232.9467,36324.3584,37759.36153,NA,33187.64518,NA,NA,NA,62311.28289,NA
M529T109,528.769243,109.1070709,78225.28161,54299.64813,56330.67551,50534.42588,43689.5614,41729.18513,38781.13556,NA,32116.88623,32051.84594
M530T726,530.4739251,726.2715454,145929.3059,100687.9465,115647.5491,118516.1975,98088.94789,NA,NA,NA,NA,NA
M531T551_1,530.7884432,550.7047729,NA,NA,NA,NA,NA,58743.84263,175935.1785,843084.033,3706361.063,3463385.677
M531T551_2,531.2900425,550.5169678,NA,NA,NA,27388.30011,NA,81755.16702,99825.03447,484326.2294,2148561.263,1971406.08
M533T103,532.8597439,103.1764526,33489.09479,39009.5254,25007.40108,35843.16234,29569.93748,20236.24147,NA,41552.0999,NA,NA
M534T742,534.293969,741.8371277,181348.9335,296249.6435,110228.6302,122838.3624,105713.8279,47801.8174,78949.73735,82071.83887,72488.11698,NA
M535T109,534.7142035,109.389,80596.71102,68602.85035,55499.49905,79609.86431,55806.54827,NA,44096.1401,38391.64674,33299.19207,41487.43844
M536T746,536.3059686,746.1729126,100443.801,318163.2842,117783.4942,74699.86541,103152.7876,NA,NA,NA,NA,NA
M537T110,536.7116611,109.663765,58326.44319,39194.81701,35342.68129,45421.99602,NA,NA,19044.51467,NA,NA,NA
M537T747,536.8070474,746.5660706,NA,177497.5149,53185.91084,43235.6595,45255.65437,NA,NA,NA,NA,NA
M539T103,538.8766145,102.5769272,35360.20388,36541.58516,NA,47985.1132,37056.35895,29754.51615,46423.4899,37909.22249,34265.17199,36176.86882
M539T117,539.1066614,116.8032645,NA,90859.88584,108685.85,92184.52938,147353.9129,NA,154454.0886,NA,NA,NA
M542T732,542.3204505,732.27,450739.2903,637651.0979,756880.678,391756.5579,642284.5904,392526.5573,629222.9969,499967.949,462888.5146,196915.328
M543T732,543.3236242,732.4111938,111153.7254,154378.7264,184031.0481,94604.98217,168673.5134,105596.3213,158670.3157,140887.3098,105431.6486,NA
M544T731,544.3375383,730.9692383,1583371.97,3451394.995,1551946.286,1327787.231,1729483.356,1283483.097,884576.7438,983584.6576,864178.718,754328.4186
M545T109,544.7430766,108.7002869,67647.09879,27459.78208,58850.55263,51876.58056,49282.22762,22068.01612,35594.09922,32695.81663,NA,34982.39687
M545T731,545.3418131,730.6540527,490218.6602,1011133.355,488984.964,391957.5534,516375.3623,115199.3489,265985.5995,298829.8121,241879.2958,211152.3942
M546T739,546.3522336,739.3192444,277618.9463,763252.7611,288378.5774,378048.8543,671920.2706,299026.6172,441084.5438,135091.3283,289492.9598,130580.83
M547T738,547.3549,738.4623413,63792.35834,223265.6645,66111.73001,102378.6932,168341.1401,63178.58059,134399.8522,73747.79699,81873.76369,NA
M548T753,548.37005,753.0189209,50981.8755,353095.1259,57262.38492,59187.41555,NA,NA,63739.69055,NA,NA,NA
M549T101,548.8371722,101.0506439,36866.06405,NA,36962.04477,59635.34887,34537.75218,NA,48331.73494,47951.43066,27697.87993,32540.675
M550T554,549.7883183,554.1931763,NA,633746.7472,NA,NA,292652.4641,NA,201672.4747,271280.9984,1625359.197,83660.95868
M550T742,550.2577582,741.8873901,242899.2041,365339.7675,187958.5266,147842.3694,143584.8674,NA,91058.73714,83425.02333,NA,NA
M551T723,550.6271879,722.6640015,NA,NA,41945.50359,58196.85163,NA,49900.98661,48984.76228,50769.72347,64376.40138,89950.16565
M555T102,554.8535861,102.4031219,70594.96751,66780.26385,72744.02356,90868.27042,60404.88636,NA,89714.42495,81666.45394,57053.47096,86526.05583
M561T103,560.8705209,103.3405342,95769.97339,98257.78807,102784.4054,131756.3384,96755.36549,111513.0835,133128.1931,103774.5708,92245.19455,133666.0512
M566T730,566.3205249,730.152679,65014.49988,124288.0267,45266.74801,NA,50798.55326,NA,NA,NA,NA,NA
M567T103,566.8877159,103.366806,71189.14845,67548.3124,69894.75929,93685.73527,78127.3221,NA,81076.57774,59201.62461,60407.20226,96708.04844
M568T728,568.3383762,728.4280701,432023.5649,775387.3793,485626.421,399327.6709,405138.3776,187523.7398,259498.8328,340562.0884,319772.6578,208736.823
M569T729,569.3417549,728.8128662,125768.91,247946.7106,146268.8643,119568.7325,111941.934,NA,69261.13444,102949.7173,88803.46482,48971.05911
M573T553_1,572.512071,553.2170105,135741.5499,NA,84516.95205,97842.61957,82443.20611,147813.7674,138038.1973,77096.82392,245724.1208,177471.4261
M573T554_1,572.7125033,553.7832642,186496.5656,NA,158920.8579,129434.9345,145212.6747,232456.9365,227816.6328,145578.7521,370609.9721,261904.3021
M573T554_2,572.9130258,553.7832642,185890.3508,NA,136310.6946,128575.1288,128974.9705,194551.3033,200927.315,129333.9309,332091.161,240635.9261
M573T553_2,573.1135151,553.1264038,104757.5189,NA,67221.85222,72710.48746,75436.30953,63329.28169,114810.682,68701.47807,199044.069,136597.0989
M574T732,574.2574964,732.3744812,NA,160393.4583,214713.5325,111545.4045,165001.5999,NA,NA,NA,NA,NA
