name,mz,rt,global_positive_Batch1_A1,global_positive_Batch1_A2,global_positive_Batch1_A3,global_positive_Batch1_A4,global_positive_Batch1_A5,global_positive_Batch1_F76,global_positive_Batch1_F77,global_positive_Batch1_F78,global_positive_Batch1_F79,global_positive_Batch1_F80
M384T700,384.3641424,700.2407837,573501.2763,568999.6952,540744.5759,574145.5712,375244.4396,376375.9079,315022.1696,411425.1929,478584.9436,380328.184
M385T110,384.7627564,110.355138,265284.7608,NA,207548.1362,281781.202,137388.4914,160158.118,122418.7909,105147.3058,119822.403,NA
M385T108,384.843994,108.2152863,60834.16949,101252.7416,49708.21663,57409.87669,115208.7045,42558.11597,76792.72017,111894.0878,43014.61153,42558.35763
M385T115,385.1196453,115.1631297,116586.9577,131170.5851,91805.30235,84554.6134,83718.42264,47777.19944,NA,NA,NA,NA
M385T669,385.1966848,669.199707,56224.50392,NA,NA,40907.4239,33191.03341,167541.8049,385512.8562,185783.0657,112614.821,208992.1074
M386T672,386.2886724,671.6870117,150659.8386,112006.7153,122216.758,412344.1851,69025.81206,NA,179930.4096,245213.2029,597942.6468,121755.2593
M387T109,386.7772032,109.3733368,71496.48858,64633.22216,54405.30944,91917.05377,51537.938,34806.00439,51244.89348,33133.40611,50871.34859,52298.38415
M387T103,386.924396,103.4636765,48754.1985,39144.2841,30443.72334,26462.29454,29795.21989,NA,30333.16641,37548.01008,NA,NA
M387T681,387.2912223,680.5369873,58784.14389,27449.07806,79665.80538,84819.13212,81021.96858,168028.8818,NA,134870.2097,59841.02644,NA
M388T679,388.3048954,679.1387939,58235.18641,130802.9418,NA,164353.7529,139758.5587,NA,NA,68179.00236,114412.0147,30641.30515
M389T111,388.7743238,110.9169846,96935.93178,68362.46356,35966.66001,30687.31658,91115.04579,22383.33087,80405.08597,57264.35753,78182.69015,161437.4379
M389T101,388.9615539,100.5528221,64683.92716,65268.81275,82060.86564,50758.13532,65099.21209,60819.74601,43212.05768,47854.72223,37195.49446,40569.73612
M389T701,389.2675105,701.2529915,156267.398,134398.5474,114548.3192,94069.99625,78728.17101,143183.3819,NA,NA,NA,97274.96985
M391T110,390.7973141,110.3534596,627074.2087,486008.9693,102869.5509,599316.1188,370083.4526,387622.5353,323226.8406,268019.2994,300634.1856,344595.4057
M391T124,390.9907397,124.268,317919.9101,354470.8529,1258585.052,376576.3016,555228.0145,301882.7945,453364.4733,1109737.536,1221498.577,744410.6004
M391T690,391.2830876,690.2007446,47330.93649,3769261.536,5644118.144,NA,3280200.752,NA,3720761.488,NA,NA,4135837.107
M393T110,392.7943448,109.663765,806537.9902,641535.3283,634706.0623,772961.8264,467574.9187,471873.4544,399322.793,327199.7101,382851.8075,437982.2188
M393T115,392.9017473,115.3483276,88878.05324,72736.66788,18645.4216,32643.5483,34565.75449,NA,NA,NA,NA,NA
M393T703,393.2962001,702.8677368,4360773.027,2691034.544,3269168.067,3107909.277,1924746.173,7798972.434,4542823.757,6968342.625,6312367.332,6202674.764
M394T676,394.2932488,675.5049438,204848.0802,28825.3568,83909.47053,334298.0363,536218.6149,1634820.889,77758.18132,24101.20969,202274.4733,153600.5382
M395T108,394.8090674,108.4837935,362908.4145,90224.92117,98253.03191,115870.3109,88670.06883,89660.83489,84707.26586,67327.05144,178111.9058,78155.21499
M395T115,394.8986507,114.59,91121.68272,70438.34641,32377.47616,72598.74224,50523.38066,NA,NA,23615.90666,25852.53519,NA
M396T683,396.3100884,682.6022644,170405.4443,157318.0567,69160.1508,510272.2663,NA,NA,126192.9375,289202.12,1214520.43,205080.4269
M397T109,396.8059982,109.1070709,59201.75362,87436.28408,44267.21385,117015.2658,38056.64942,80809.88882,94563.30809,77882.18132,21893.94107,69994.88145
M397T122,396.9987298,121.9856339,492760.8311,470589.2074,820216.2295,1812807.633,662105.9256,926006.2703,1068322.341,1300644.9,1010954.519,1233078.143
M397T683,397.1298047,683.2541504,128477.5162,129264.4878,122385.2763,126535.991,130038.977,NA,NA,NA,NA,NA
M397T806,397.2698542,806.4205322,839985.1422,275478.023,NA,1001464.237,NA,NA,440695.1316,661901.4903,481794.5005,919795.1581
M397T688,397.2546948,688.4839783,70809.8424,74876.24873,69866.34053,103531.6549,NA,NA,70938.00839,NA,176915.1912,NA
M398T695,398.3254223,694.7883911,387726.5347,574820.7868,223931.1627,905346.6421,224847.8892,109534.2157,366022.7699,35338.8526,1653426.307,471291.2738
M399T110,398.7396419,109.6854706,485740.2502,369685.0845,377475.3006,29981.80043,297031.2445,26220.34558,262768.1718,248041.1256,273064.8751,312436.1567
M399T780,399.2620638,779.5002441,NA,NA,NA,NA,NA,NA,49021.43017,160593.3378,108232.8768,176202.6747
M399T707,399.3137022,707.4439392,100269.8451,104997.2577,114251.1484,135734.2743,125027.9353,NA,103999.1954,127341.4311,55871.56326,41919.5154
M400T691,400.3569582,690.538269,1977596.328,948853.996,1003451.598,38074.73657,1172946.692,1263278.967,2006381.164,2153738.972,2994940.662,1346862.319
M401T110,400.7367056,110.2759857,307696.5143,41070.86505,234854.5155,283659.2906,180078.7637,NA,169457.9634,164350.567,177163.8206,196537.8442
M401T109,400.8261445,109.3811684,782346.6572,702391.4752,656366.3256,713524.798,563262.22,499703.7534,509964.7848,425404.5548,420484.4849,449089.8103
M401T690,401.3445822,690.1132202,463496.2536,214009.6752,205933.0716,569422.4028,255825.6072,290104.3911,445762.4612,495966.0089,689285.5319,294759.6272
M402T97,401.8659368,97.35698563,74565.19677,71354.55842,88547.05765,83193.1478,63286.84022,NA,NA,32363.3536,NA,NA
M402T694,402.3749198,694.4924316,89254.32277,1119150.794,1027022.88,42112.48328,926285.5453,NA,564218.447,645730.3491,658358.6208,430075.3612
M403T110,402.7511203,109.8874969,95398.51563,46110.08935,79976.62679,60638.6246,52925.53712,29896.87124,47382.55089,57273.59104,53307.3433,54190.31413
M403T115,403.0066166,115.301075,1013879.918,1122858.459,2269408.289,1779689.175,2467609.467,2910353.301,3308413.499,3830744.225,3344271.281,3913722.219
M403T738,403.1766832,737.552063,243387.6512,54159.51916,118066.7571,106072.7881,NA,NA,85484.37368,NA,NA,108308.9639
M404T114,404.0100919,113.9056882,55978.01206,110627.1719,242508.5585,189328.0973,204116.0213,235300.6945,310356.9674,373294.5927,36663.04731,746614.3634
M405T109,404.8203179,109.1070709,264207.6,198105.6975,162479.0443,144565.2821,139532.6598,125270.3917,133801.5982,105750.2289,105483.3014,122512.8266
M405T101,404.8983009,101.4623566,41382.84554,32185.74895,31332.22584,41356.31413,NA,NA,26268.95114,38339.36434,31591.93521,NA
M407T110,406.7712259,110.282,606179.8243,507094.095,464230.0619,494556.0459,391537.5392,272228.4917,327208.9621,338799.1906,316105.1683,341963.9198
M407T783_1,406.7467768,782.852356,4053076.64,5498878.606,4193413.498,2476519.179,2637433.755,NA,NA,873777.788,1021938.633,NA
M407T711,406.7468586,711.368103,2782686.479,3878113.284,4472913.45,NA,6304880.879,NA,NA,NA,NA,NA
M407T108,406.8350105,107.547081,NA,70200.08196,77016.4621,89332.85779,82831.96704,NA,75194.71107,74325.311,58844.31644,62129.65181
M407T783_2,407.2485744,782.7808228,2158562.352,2441855.413,1933392.703,NA,1311860.813,NA,NA,NA,NA,NA
M409T110,408.7683427,109.9837353,812340.5274,692127.2599,600776.1622,637720.677,520749.9526,357227.4762,430596.3629,426998.0429,447269.6683,430998.8464
M409T103,408.9185131,103.3405342,373224.9071,374647.5019,325462.3256,356213.9372,321376.8779,431351.9255,380406.2013,357291.3242,361309.4367,365575.0141
M409T538,409.1871295,537.9619875,835588.0258,579720.315,1097621.724,636644.969,845018.2574,824972.4866,462361.9824,364028.8896,449392.6426,290101.2832
M409T702,409.2700085,701.8081055,234118.9104,165294.8136,50149.72194,164642.6583,96049.21879,67965.26151,177041.8429,270552.6472,262117.1944,NA
M409T773,409.2723413,773.1000232,81694.98029,55101.95942,62155.24752,124006.3372,75938.83953,NA,93939.09546,131642.6852,83704.10325,120489.3506
M410T98,409.8548708,97.8075,63320.75104,48517.34149,68762.99553,82410.88489,68193.463,NA,NA,NA,NA,NA
M410T103,409.9198884,103.3405342,57446.63838,49578.11329,42840.66012,46288.68,47921.98964,65746.13499,57336.51531,35646.12516,52908.4727,45887.3582
M410T538,410.190793,537.9728823,173993.228,142904.0276,249993.0368,136772.6363,199567.9204,179321.2272,87710.24988,82293.80267,88027.81556,52629.94603
M411T110,410.765436,109.9837353,422454.5788,340703.6727,310699.4631,310763.4328,264008.8013,177031.9669,218241.6028,207262.2688,204996.4018,210555.152
M411T108,410.855085,107.8394318,82745.19017,68246.12078,64144.09465,64515.24329,505468.2769,452332.0127,57398.79678,430166.4734,52049.35701,450416.2946
M411T97,411.2057378,96.9297,114502.6304,100865.1995,96530.54762,101257.7361,90355.15834,NA,NA,NA,NA,NA
M412T677,412.3041597,677.4607544,117032.1424,235951.9106,103012.0006,209757.204,31594.53635,496195.3296,NA,88093.087,225497.9504,111169.241
M413T110,412.7624031,110.282,76473.59058,66442.73124,61901.08696,64269.87139,55862.5879,30275.15366,57258.63254,30150.16864,41477.7475,42254.95946
M413T109,412.8624775,108.9522934,435202.3545,65413.26777,80629.2605,73672.02654,317216.5343,269689.6817,62868.9032,286694.5997,60392.63426,48025.72377
M413T684,413.2651121,684.2506714,51549.87522,1685561.687,38594.42583,3041505.832,1622260.034,232882.5317,2616840.836,1227305.027,1569817.77,3430671.451
M413T116,413.2651399,115.7731094,NA,NA,NA,NA,NA,NA,1284569.078,360518.1971,347480.8166,335435.51
M414T693,414.2991096,692.8056946,4187427.928,382794.605,1146257.802,37826.16483,402322.3906,174515.9149,612875.938,495475.2587,425548.282,423193.211
M414T702,414.4112572,702.437561,469801.9963,547933.7383,435497.2799,365878.575,382177.2395,NA,112386.7975,119568.9741,135696.851,120887.4179
M415T110,414.7135605,110.4249191,221846.2777,170616.3861,158107.9752,161172.8275,129774.4404,59412.76282,109766.4546,129196.5375,125834.9602,125670.536
M415T107,414.8668648,106.5470657,NA,139736.9077,45864.90082,NA,141010.1009,37022.49344,170380.8141,167171.6208,125545.3937,148635.8081
M415T688,415.210256,688.3950806,6712413.455,6498424.654,4388001.296,3527887.08,4119076.876,8046842.824,9591211.657,8798238.008,4654051.782,6294349.445
M415T762,415.2355316,761.6958779,336851.4068,141891.0903,158436.5036,146764.4595,154782.2102,96665.9802,123129.2135,171035.1978,74921.35379,121644.8771
M415T703,415.3026092,703.4348755,1093779.309,99964.97988,308572.1145,NA,642220.2508,241261.2049,NA,NA,NA,NA
M416T691,416.2138097,691.3172913,1610677.195,1596247.389,1139021.263,875613.4325,1030903.177,1953467.644,2282156.219,2087882.542,2130562.576,1501918.919
M416T828,416.3151555,827.5440063,1549912.972,407732.8744,425417.842,202019.3883,235910.5243,NA,NA,NA,NA,NA
M416T700,416.372662,700.017334,1134986.38,1062034.475,1164997.288,963767.4353,847838.5022,NA,601850.084,613694.5732,747257.6948,642514.8261
M417T110,416.710671,110.2789929,145083.9858,86614.21852,101113.274,106836.5482,85030.19171,29824.84564,76183.02642,84833.87343,82174.39702,87523.12247
M417T123,417.0014958,123.1114731,2092406.066,738828.8191,1250871.539,3279551.44,753765.4028,3839397.907,1383925.488,1323735.428,1510578.627,2826672.41
M417T688,417.2165464,688.2950112,203448.7131,208541.2714,158994.6606,101092.0629,134506.8283,90738.93279,144184.1349,44757.72573,273519.5625,191799.9383
M417T829,417.3187066,828.7379456,426515.4192,105921.7618,90096.5989,NA,32729.77221,NA,NA,NA,NA,NA
M418T121,418.0052038,121.2168388,NA,NA,108529.3392,NA,NA,192968.4209,160643.0766,390935.5397,110625.8702,266490.8753
M419T767,418.7468996,767.0887146,1119986.136,1458072.872,2766959.965,960699.951,NA,NA,NA,181996.6923,703980.0901,NA
M419T108,418.7972621,108.2152863,40822.9243,638550.7413,30083.02452,553334.678,543060.4959,317349.2388,446478.9648,443713.2432,394038.0524,402029.4355
M419T122,418.9810996,122.4975281,NA,206822.419,485110.9953,191682.0232,225945.5605,614270.6389,647456.19,465898.5233,406122.3392,623410.5191
M419T741,419.2753722,740.9874573,44404.76309,1540843.646,NA,NA,52957.93634,63070.40373,92484.17947,99410.279,111810.1215,88714.51007
M420T102,419.8834361,102.4031219,26479.31187,NA,26753.56399,35185.04619,47586.86467,NA,NA,NA,NA,19164.28812
M421T108,420.8117779,108.48,216875.5856,87154.71618,181408.9164,71635.39675,72897.44296,39896.86206,76471.7235,145883.1845,137657.0654,120431.2617
M421T120,420.9921034,119.7834167,NA,NA,139114.8198,115001.6826,118086.7196,44004.92717,34484.53421,48601.27431,36535.76724,NA
M422T684,422.3255348,683.657135,202140.9234,NA,141811.3168,300410.8859,67966.8993,NA,246820.9705,225735.6595,559412.2601,148834.9839
M423T110,422.7451177,110.4249191,218160.3692,199996.686,148724.5358,143567.5229,160617.8322,74643.17127,136223.1,149131.9599,129193.8077,112022.4958
M423T107,422.8805594,106.9603958,86015.78366,102759.0107,40964.09885,126059.1639,106433.0193,27068.06842,42834.32782,49881.73242,43425.2572,112872.5007
M424T732,423.7314672,731.9244995,NA,75608.13999,118245.6484,36118.13013,67923.1618,NA,NA,NA,NA,NA
M424T687,424.3411969,687.484314,2897767.25,1134291.707,1047864.386,3012938.33,1110642.44,993237.7911,1998315.225,2131071.278,3742308.541,1149164.796
M424T710,424.4320303,709.7028064,653928.0099,614765.0399,506134.0536,512025.8712,459489.8197,250156.891,286996.4586,334961.8137,339813.981,324216.3077
M425T110,424.7423907,110.2789929,331577.5742,263195.2153,247473.3511,214661.6221,209041.0722,105656.832,174461.7047,202278.2346,208784.2615,159025.6744
M425T103,424.8958726,103.3405342,1070800.223,986535.65,1066486.028,1253841.81,1015601.656,1132417.13,1149936.572,1018524.009,975006.4466,1196849.28
M425T687,425.3447321,687.344,744795.9732,286549.3798,274117.716,754493.0363,281893.0433,178585.3511,488126.3458,554883.5411,904226.3296,289829.0005
M425T710,425.4353429,710.2990723,145957.6194,163038.0884,137127.3957,133981.1318,117660.6455,NA,73973.36331,73124.97566,73039.22384,74450.96088
M426T103,425.9003801,103.3142624,55581.66427,40634.02568,50264.30007,59042.5619,51646.73156,NA,57572.92164,52639.65079,38934.79971,56714.66919
M426T692,426.3566497,691.8704224,2536930.49,1145279.689,1303777.813,3926358.772,1520004.958,1241410.978,2110863.697,3229443.151,3857518.759,1870725.272
M426T703,426.4114127,703.3707275,270627.6236,232031.1116,239829.8049,205308.6627,172727.6847,NA,90913.87162,110774.0916,127963.7012,99716.10101
M427T110,426.7395175,109.9698753,163707.8638,141819.6156,123834.9836,114056.7102,112566.9834,54575.73312,94796.95609,102007.3589,94397.44922,84614.37483
M427T740,426.7546484,739.7080078,192360.4892,NA,49888.26871,46882.2743,49063.16263,NA,NA,NA,NA,NA
M427T108,426.8289516,107.8394318,492084.3576,503418.4083,NA,369376.3547,420051.0804,254294.5681,372971.6967,403107.7223,338637.5681,315016.0172
M427T691,427.3599047,690.9761353,616156.9654,281945.637,89942.16309,955135.6272,371354.9074,313015.1254,546637.0684,803708.4529,936380.6655,482880.8181
M428T697,428.3728298,696.8816223,328480.7673,397587.6115,218324.2625,607181.1084,279737.7521,116480.7151,422270.391,467740.4233,529103.3608,243522.256
M429T108_1,428.8260253,108.1088791,NA,336424.3001,NA,NA,275896.3608,164655.5522,237139.6981,250799.9994,225513.5451,221188.3455
M429T108_2,429.2390862,107.8497772,267936.1538,240748.9969,204220.6957,209207.2011,242400.2775,NA,NA,NA,NA,NA
M429T697,429.3759007,697.4725952,111405.6164,93857.18784,39147.59876,67943.2141,NA,NA,101319.5467,99532.52991,116535.3284,NA
M429T763,429.2127831,763.0038452,122027.5136,35702.58756,51783.73608,32068.64499,45819.88862,NA,NA,NA,60084.16198,NA
M430T773,429.7676826,772.7917786,48990.24286,118273.6186,31119.32565,133631.7896,NA,NA,NA,NA,NA,NA
M430T764,430.2101096,763.8927612,211563.1053,70402.9372,83178.69437,84591.45385,88379.43614,NA,NA,NA,NA,NA
M430T691,430.3132333,690.9880981,797723.3602,238128.5712,113308.2836,134306.458,678882.0038,NA,184438.1622,NA,53372.38841,NA
M430T699,430.4062643,699.1800537,303800.9372,355079.4624,332580.0487,251678.7056,259287.5363,NA,179447.6035,202279.1554,215992.9367,193979.348
M431T750,430.7467757,749.7633972,NA,853551.5477,577906.6762,969610.8977,1517710.702,65989.52188,NA,NA,148248.3902,NA
M431T108,430.8235879,108.1088791,58930.20018,56121.23141,50036.66736,54886.16856,49968.91261,62171.48859,30639.4219,90666.64086,74019.37434,75078.26258
M431T104,430.9128331,104.1859665,1063299.845,1088247.408,1087382.918,1304393.874,1089826.121,1210236.504,1209174.865,979731.9562,1028869.596,1270372.604
M431T759,431.2281735,759.2419434,261599.3353,964414.1998,1109142.955,853269.7521,762216.4828,164940.6662,141464.9541,268800.7554,138410.0661,180137.7093
M431T726,431.3145327,726.1364136,108887.3414,82729.55481,96145.78455,119072.1119,90256.83116,97660.52371,NA,294165.0893,133210.0067,171748.2981
M432T104,431.9163812,104.0795288,65454.13306,66192.16364,65973.63595,NA,67244.76018,NA,65478.52855,59212.46407,67608.78185,85794.01054
M432T690,432.2371026,689.6567383,1037156.132,1005256.503,708693.0114,553092.0139,700663.1654,1049930.053,1228612.957,1212580.375,542138.1054,827997.9149
M432T763,432.2110809,762.9416199,429073.4954,175199.7942,254183.9407,178426.2588,205466.4423,NA,NA,42986.43511,NA,NA
M432T703,432.3095997,702.6833496,2899939.358,799164.7339,779079.1044,NA,1657182.996,NA,671820.9882,NA,NA,NA
M433T110,432.7739836,109.663765,222366.1643,227714.7364,166224.2865,134741.8581,193327.5049,77472.76766,148027.3753,160971.8231,147477.0219,120926.7781
M433T125,432.9757633,125.3222501,NA,352111.9035,397620.27,1380670.975,469180.7507,504330.6029,507029.819,544499.9437,760893.171,508656.4287
M433T689,433.2405441,688.6199341,247547.1642,248135.1401,175259.2071,119256.2226,166774.4133,255191.5158,192882.8469,178622.2476,276132.9898,199088.6436
M433T763,433.2076939,762.8768921,243989.855,120697.1925,112844.0554,105639.5442,103925.2732,NA,53143.44451,82774.32737,36097.58106,47608.84777
M433T703,433.3131518,703.4810791,817129.4538,203319.1812,202921.8777,NA,457951.2335,252577.7543,91645.05124,NA,NA,NA
M435T109,434.7711682,109.4865036,235484.9558,230782.5317,181568.7568,156843.2106,197828.0812,62826.54712,167203.5343,188635.5588,154412.6129,122647.7168
M435T117,434.954982,117.3985291,96987.6145,121340.9842,46995.6685,191647.6466,148451.4167,91237.57485,652413.9511,812480.2529,330416.6151,647015.8039
M437T110,436.768536,109.6238861,82719.42294,83760.42997,70693.27694,59815.37326,67301.423,NA,53924.77992,51849.73361,NA,41720.35366
M437T690,437.1923635,689.6567383,3152579.323,2755852.14,2034655.11,1532944.953,1847938.258,2106491.292,5751889.063,5104806.573,2775521.301,3729457.98
M438T688,438.1958983,688.2950112,611055.3359,692604.8118,487571.0054,389319.6448,463820.9306,593999.643,1399226.573,1216745.144,616529.9518,917144.8925
M438T750,438.2654203,749.6308594,199032.7181,119062.8221,NA,94251.31502,108814.3169,NA,NA,NA,NA,NA
M438T696,438.4114729,695.7641602,1998320.753,1931785.21,2187486.798,2126194.509,1650024.997,466215.7519,438252.4671,468641.3345,405386.3311,376627.7951
M439T107,438.8547696,106.71,46587.3535,NA,56943.61044,77499.24533,70880.02568,56737.45565,92870.72009,NA,90572.86668,74197.85307
M439T122,438.9835689,121.9578629,600595.1027,331624.9645,282232.1046,664781.0324,202995.7871,1198464.589,945698.6279,866943.2205,1184989.138,2661054.083
M439T687,439.1986732,687.0218506,86410.77179,75816.48445,61506.82814,NA,NA,73206.72372,104866.9919,99706.34411,81310.37171,94154.14895
M439T697,439.4148503,696.5119629,563402.0021,544489.2853,469299.5071,488008.7749,452363.8751,NA,92574.14557,90807.67518,NA,NA
M441T106,440.869707,105.6892548,105276.874,369429.0636,374345.8565,383161.4076,412594.0514,359535.319,530350.6232,550036.6468,486309.4004,515927.6892
M441T119,440.9803618,119.1125336,60847.53444,56587.3402,208792.128,196392.8029,35643.61056,359968.7367,282999.0689,281274.5463,308055.3417,364679.3868
M441T113,441.2964407,112.928,375444.2973,NA,NA,NA,665867.0248,807928.1993,1837581.46,1774270.968,1909890.97,1625897.441
M442T124,442.3000441,124.4700508,137149.0818,NA,NA,546445.9834,NA,NA,230081.9981,240741.78,163741.9323,225380.3334
M442T707,442.4424801,707.3113977,3298104.607,3014756.517,2892912.775,2655658.109,2207856.031,1194035.205,1421426.377,1560311.299,1631258.661,1535881.243
M443T111,442.7225353,110.999054,91210.37376,42711.23576,65662.47294,103788.5778,34211.71082,46943.50823,NA,NA,NA,54514.04809
M443T100,442.8783512,99.55670166,140303.7544,131966.8872,112650.0968,121593.1859,92439.47091,57017.92115,56504.06207,59935.06927,42863.15057,32916.64888
M443T708,443.4459456,707.8490601,960109.4011,938717.6053,813679.6128,755968.6917,651530.9181,388507.375,389956.8879,465877.0105,468449.7239,425281.1097
M444T692,444.2370948,692.2435303,37603.71841,39777.39393,NA,41226.61467,NA,89383.58534,150454.3902,175416.9301,55641.84623,NA
M444T126,444.3317322,125.932,47506.85687,45678.8305,81161.39553,74959.08379,57456.75348,NA,NA,NA,NA,NA
M444T709,444.4501173,708.6889038,107819.1376,108555.6391,73877.37015,68180.99144,66791.81733,NA,NA,NA,28010.01656,43532.8954
M445T108,444.8000187,107.9793282,89323.09469,NA,81391.62649,65227.82695,104619.2184,29265.80365,95127.44698,NA,81303.35859,65122.28728
M446T689,446.2529018,688.530365,109418.8059,NA,75599.76667,32956.61067,NA,NA,128002.2338,198778.8788,178834.2035,96612.50192
M447T104,446.8868293,104.1859665,491064.6924,537285.5516,491299.2621,547177.4912,589140.3502,512590.0509,690941.519,652139.5968,640259.9796,705708.5358
M448T104,447.8901768,103.8512039,NA,NA,NA,30714.34292,31703.18125,NA,33508.16957,38710.60967,32278.99385,39553.88692
M448T689,448.3049051,689.3665771,1580792.458,249761.4706,NA,71975.75714,574745.4945,403974.1871,241365.1045,NA,NA,NA
M449T111,448.7568931,110.6375198,141060.1672,93195.32376,97490.72508,150171.9843,77672.22951,83889.8468,73496.20186,30831.61761,57047.95546,69738.15599
M449T115,448.9499517,115.4643459,NA,NA,68670.85832,NA,74109.61589,54204.67242,NA,303629.4062,300131.5339,36913.42614
M450T695,450.3565733,695.409,532080.0441,647231.6631,565036.6119,584850.8559,670966.9085,147963.9659,751652.0471,NA,567314.8851,407502.1667
M450T712,450.4113746,712.3575439,1707022.581,1486828.871,1412561.528,1252815.62,968418.3628,NA,NA,NA,NA,NA
M451T110,450.753859,110.282,230139.5654,155771.7663,179517.6242,234260.6473,118143.1966,151175.9092,114850.9723,80090.45998,89922.90552,122195.872
M451T700,451.3419994,700.3635,652214.6266,147793.3195,203390.269,NA,182010.2306,NA,NA,NA,NA,NA
M451T713,451.4147356,713.2637939,572297.4269,359970.6992,379457.4161,270905.3317,253471.0265,NA,NA,NA,NA,NA
M452T697,452.4272011,697.1982422,792314.64,690199.5298,583202.2168,530001.6826,511324.8355,NA,109495.2433,128156.6014,128501.827,NA
M453T110,452.7507356,110.2759857,132384.0645,NA,104884.6472,154484.1259,70022.19226,88285.65512,67390.56782,53356.92093,59282.32861,81701.64537
M453T584_1,452.7373736,583.9263,NA,NA,NA,NA,NA,137945.4206,152299.1243,4034846.107,10501692.89,2368330.213
M453T106,452.8318667,105.9614296,57329.91184,NA,NA,NA,84612.558,NA,61179.70493,86576.47302,74188.67273,63929.25285
M453T689,453.1664281,688.6886292,441162.5538,378767.2671,250252.2086,195881.9448,225238.9061,543977.0823,519927.4295,727394.4969,392641.3679,384876.1938
M453T584_2,453.239173,584.4977112,NA,NA,NA,NA,NA,NA,58528.39027,1954060.233,5035937.992,1142126.603
M453T696,453.4307457,696.4044814,192147.788,194210.7565,NA,146938.5241,147288.5765,NA,NA,NA,NA,NA
M454T693,454.1699928,692.8242188,90030.3394,NA,38404.40575,NA,28259.64163,NA,192080.4237,97595.93393,65491.84923,48405.16762
M454T739,454.2915338,739.3547668,623480.7147,914882.5543,436048.0004,348083.6315,398173.4901,334936.722,459369.4372,273600.6145,333810.3507,272721.6302
M455T110,454.7258433,109.593914,69220.15726,46261.96611,58058.46575,40788.39372,NA,NA,24146.09184,NA,NA,36654.49055
M455T766,454.7861854,766.4151611,275413.155,341735.1124,106257.5382,112921.6006,105025.9023,NA,NA,NA,NA,NA
M455T122,454.9578233,122.2276955,163390.6126,195311.2026,296107.3469,207469.9786,428082.3181,285190.1078,480745.9082,490596.7238,615720.1355,612860.7518
M455T691,455.1174573,691.4214172,179785.4857,104345.5133,406747.5612,131459.485,129546.3371,NA,NA,NA,NA,NA
M455T740,455.2947088,740.1648865,115638.75,188909.2983,66774.56506,NA,79888.46177,65169.22198,93400.13678,32872.92147,57334.81132,42696.4848
M456T669,456.3298062,668.9836426,224905.9576,58072.63416,NA,131991.732,85845.00603,NA,126602.4484,144124.6875,370975.8605,NA
M456T708,456.458344,708.291626,2405787.67,2735983.502,2147052.146,2335196.928,1664695.181,959859.0622,1051155.376,1313624.878,1331208.022,1218026.723
M457T106,456.8437043,105.8030891,23659.96981,49611.31015,47600.05429,45873.52735,62253.75565,42193.34954,90902.50433,113431.6044,88464.96647,79209.04304
M457T120,457.0198695,119.6944466,NA,170994.9989,115701.5325,NA,84171.16536,45667.78444,137693.2597,142994.869,135141.3529,134620.635
M457T108,457.2703498,108.48,459217.4525,396994.5278,382288.8434,382945.4261,415806.973,NA,NA,NA,NA,NA
M457T706,457.2760146,705.6222229,36152.96935,NA,32816.95911,NA,NA,84380.75605,81565.03956,78236.94674,74242.19488,62134.80788
M457T708,457.4616794,708.2084431,733592.0824,795616.0161,630534.1189,678067.7757,489206.243,304973.2028,304105.9059,404446.5911,393965.1429,356599.6451
M458T108,458.273718,108.1882019,100110.2353,NA,76580.4906,42632.33272,97886.08189,NA,NA,NA,72831.38519,NA
M458T674,458.3463384,673.9595947,65329.19189,39435.62775,117926.772,81524.88587,62612.25034,108767.073,NA,91374.34862,115408.9403,NA
M458T740,458.3464869,739.7504272,84393.06035,70086.61256,74656.79168,264276.3668,39320.72586,NA,53910.72571,46296.4866,63425.67317,41258.5899
M459T104,458.8208899,103.8724518,198997.0894,385307.8339,165273.0694,414888.0524,367155.1271,210852.1924,108310.3022,80622.38519,84276.30106,118148.7397
M459T807,459.2390922,806.829834,2358551.183,1126222.548,1878386.221,859414.2015,483073.9685,NA,NA,NA,NA,NA
M460T98,459.8576064,98.2294009,66341.64529,60471.42042,61197.78267,65823.38981,56167.33179,NA,29906.08114,NA,NA,NA
M460T689,460.2684255,689.148,736177.7192,626056.2935,531765.458,437543.4414,575440.7089,267973.1697,543321.4484,432726.9175,452287.3174,435898.7225
M460T809,460.2424504,808.9427185,1028373.311,605064.7148,266323.8436,NA,139628.2279,NA,NA,NA,NA,NA
M461T109,460.7821709,109.2402039,267234.5279,219277.1965,198894.9383,281309.4499,158427.6571,149955.5789,148097.7235,113188.3494,118525.3893,152482.3809
M461T116,460.9653642,115.9976044,NA,143742.4639,275617.5201,230646.4553,308918.0645,343079.1211,103174.257,468450.1427,NA,410854.4802
M461T689,461.2719838,688.5310364,193650.9764,164855.1956,138927.7857,117925.093,142966.6326,65414.00428,80737.45582,NA,NA,NA
M463T109,462.860755,109.4865036,105724.4261,87206.39795,103918.7866,111571.9897,69107.34906,103835.5814,69814.01516,54578.69188,37621.09465,70642.79866
M463T538,463.1066873,538.0046997,53436.42754,49825.1504,67392.84794,59498.13583,NA,NA,NA,NA,30511.84927,NA
M463T740,463.3017322,740.1400146,NA,85458.15489,88178.68431,82751.35058,82114.54559,98262.49661,133971.3107,131491.7143,136370.5999,91478.14745
